unit_number,unit_type,rate,move_in_date,is_primary,CommunityNumber,CommunityName,Level,RoomNumber,RoomType,RoomTypeStyle,CareType,Grade,GrossUnitArea,RoomPrice,RentRatePrevious,HospitalityRatePrevious,TrueRatePrevious,PriceBase,PriceGross,PriceSpecial,PriceSemi,PriceAdditional,PriceDaily,OccupancyResident,LeaseStartDT,LeaseEndDT,BedNumber,MoveInDT,Payor,Service,CareLevel,CareRate,RentRate,MedRate,IncontinenceRate,HospitalityRate,HospitalityPrice,FoodTaxRate,PricingPolicyFlg,OfflineStatus,VacantDay,MedLevel,OfflineDT,OnlineDTEstimate,OnlineDTActual,OfflineReason,Characteristic,OfflineNote,SupplementProgram
107,IL,3799.0,2017-02-17 00:00:00,True,10362,Heritage Sun City,First,107,Two Bedroom Deluxe,Two Bedroom,IL,A,1599,3799.0,0.0,0,0.0,3799,3799,3799,0.0,600.0,150.0,2,2017-02-17,2020-12-31,A,2017-02-17,Singular Private Pay,Independent Living,Independent,0.0,4806.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
108,IL,600.0,2019-04-15 00:00:00,True,10362,Heritage Sun City,First,108,Two Bedroom Deluxe,Two Bedroom,IL,A,1601,600.0,3749.0,0,3749.0,3749,3749,3749,0.0,600.0,150.0,2,2019-04-15,2020-12-31,B,2019-04-15,Second Person Fee,Independent Living,Independent,0.0,640.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
108,IL,3749.0,2019-04-15 00:00:00,True,10362,Heritage Sun City,First,108,Two Bedroom Deluxe,Two Bedroom,IL,A,1601,3749.0,3749.0,0,3749.0,3749,3749,3749,0.0,600.0,150.0,2,2019-04-15,2020-12-31,A,2019-04-15,Singular Private Pay,Independent Living,Independent,0.0,4051.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
109,IL,2999.0,2019-05-09 00:00:00,True,10362,Heritage Sun City,First,109,One Bedroom Deluxe,One Bedroom,IL,A,1142,2999.0,4176.0,0,4176.0,2999,2999,2999,0.0,600.0,150.0,2,2019-05-09,2020-12-31,A,2019-05-09,Singular Private Pay,Independent Living,Independent,0.0,3173.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
109,IL,600.0,2019-05-09 00:00:00,True,10362,Heritage Sun City,First,109,One Bedroom Deluxe,One Bedroom,IL,A,1142,600.0,4176.0,0,4176.0,2999,2999,2999,0.0,600.0,150.0,2,2019-05-09,2020-12-31,B,2019-05-09,Second Person Fee,Independent Living,Independent,0.0,635.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
11,AL,4070.0,2013-06-15 00:00:00,True,10362,Heritage Sun City,First,11,Studio Deluxe,Studio,AL,A,551,4070.0,4333.0,0,4333.0,4070,4070,4070,0.0,840.0,175.0,1,2013-06-15,2020-12-31,A,2013-06-15,Singular Private Pay,Assisted Living,Level 1,505.0,3850.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
110,IL,3524.0,2019-04-29 00:00:00,True,10362,Heritage Sun City,First,110,Two Bedroom,Two Bedroom,IL,B,1452,3524.0,600.0,0,600.0,3524,3524,2900,0.0,600.0,150.0,1,2019-04-29,2020-12-31,A,2019-04-29,Singular Private Pay,Independent Living,Independent,0.0,3092.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
111,IL,3524.0,2017-12-25 00:00:00,True,10362,Heritage Sun City,First,111,Two Bedroom,Two Bedroom,IL,B,1469,3524.0,0.0,0,0.0,3524,3524,3524,0.0,600.0,150.0,1,2017-12-25,2020-05-06,V,2017-12-25,Singular Private Pay,Independent Living,Independent,0.0,3728.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
112,IL,3149.0,2018-09-30 00:00:00,True,10362,Heritage Sun City,First,112,One Bedroom Deluxe,One Bedroom,IL,B,1207,3149.0,3224.0,0,3224.0,3149,3149,3149,0.0,600.0,150.0,1,2018-09-30,2020-12-31,A,2018-09-30,Singular Private Pay,Independent Living,Independent,0.0,3389.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
113,IL,2774.0,2018-07-20 00:00:00,True,10362,Heritage Sun City,First,113,One Bedroom,One Bedroom,IL,A,930,2774.0,3383.0,0,3383.0,2774,2774,2774,0.0,600.0,150.0,1,2018-07-20,2020-12-31,A,2018-07-20,Singular Private Pay,Independent Living,Independent,0.0,3039.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
114,IL,3099.0,2019-10-31 00:00:00,True,10362,Heritage Sun City,First,114,One Bedroom Deluxe,One Bedroom,IL,B,1136,3099.0,3341.0,0,3341.0,3099,3099,3099,0.0,600.0,150.0,1,2019-10-31,2020-12-31,A,2019-10-31,Singular Private Pay,Independent Living,Independent,0.0,3099.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
115,IL,3824.0,NaT,True,10362,Heritage Sun City,First,115,Two Bedroom Deluxe,Two Bedroom,IL,A,1657,3824.0,4599.0,0,4599.0,3824,3824,3824,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,10.0,,,,,,,,
116,IL,3249.0,2013-03-31 00:00:00,True,10362,Heritage Sun City,First,116,One Bedroom Deluxe,One Bedroom,IL,B,1149,3249.0,0.0,0,0.0,3249,3249,3249,0.0,600.0,150.0,1,2013-03-31,2020-12-31,A,2013-03-31,Singular Private Pay,Independent Living,Independent,0.0,3630.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
118,IL,2699.0,2015-01-31 00:00:00,True,10362,Heritage Sun City,First,118,One Bedroom,One Bedroom,IL,B,774,2699.0,0.0,0,0.0,2699,2699,2699,0.0,600.0,150.0,1,2015-01-31,2020-12-31,V,2015-01-31,Singular Private Pay,Independent Living,Independent,0.0,3587.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
119,IL,2749.0,2018-05-31 00:00:00,True,10362,Heritage Sun City,First,119,One Bedroom,One Bedroom,IL,A,773,2749.0,3022.0,0,3022.0,2749,2749,2749,0.0,600.0,150.0,1,2018-05-31,2020-12-31,A,2018-05-31,Singular Private Pay,Independent Living,Independent,0.0,2828.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
12,AL,4070.0,2018-03-03 00:00:00,True,10362,Heritage Sun City,First,12,Studio Deluxe,Studio,AL,A,519,4070.0,0.0,0,0.0,4070,4070,4070,0.0,840.0,175.0,1,2018-03-03,2020-12-31,A,2018-03-03,Singular Private Pay,Assisted Living,Level 2,1010.0,4789.0,525.0,0,0,0,0,0,ONLINE,,Med Level 2,,,,,,,
120,IL,3224.0,NaT,True,10362,Heritage Sun City,First,120,One Bedroom Deluxe,One Bedroom,IL,B,1130,3224.0,3125.0,0,3125.0,3224,3224,3224,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,127.0,,,,,,,,
121,IL,2749.0,2019-03-31 00:00:00,True,10362,Heritage Sun City,First,121,One Bedroom,One Bedroom,IL,A,899,2749.0,2750.0,0,2750.0,2749,2749,2749,0.0,600.0,150.0,1,2019-03-31,2020-12-31,A,2019-03-31,Singular Private Pay,Independent Living,Independent,0.0,3000.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
122,IL,3524.0,2018-04-30 00:00:00,True,10362,Heritage Sun City,First,122,Two Bedroom,Two Bedroom,IL,B,1422,3524.0,0.0,0,0.0,3524,3524,3524,0.0,600.0,150.0,2,2018-04-30,2020-12-31,A,2018-04-30,Singular Private Pay,Independent Living,Independent,0.0,3137.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
122,IL,600.0,2018-04-30 00:00:00,True,10362,Heritage Sun City,First,122,Two Bedroom,Two Bedroom,IL,B,1422,600.0,0.0,0,0.0,3524,3524,3524,0.0,600.0,150.0,2,2018-04-30,2020-12-31,B,2018-04-30,Second Person Fee,Independent Living,Independent,0.0,697.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
123,IL,3524.0,NaT,True,10362,Heritage Sun City,First,123,Two Bedroom,Two Bedroom,IL,B,1412,3524.0,3823.0,0,3823.0,3524,3524,3524,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,37.0,,,,,,,,
124,IL,3099.0,2017-08-31 00:00:00,True,10362,Heritage Sun City,First,124,One Bedroom Deluxe,One Bedroom,IL,A,1093,3099.0,0.0,0,0.0,3099,3099,3099,0.0,600.0,150.0,1,2017-08-31,2020-12-31,A,2017-08-31,Singular Private Pay,Independent Living,Independent,0.0,3823.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
125,IL,3099.0,2020-01-12 00:00:00,True,10362,Heritage Sun City,First,125,One Bedroom Deluxe,One Bedroom,IL,B,1105,3099.0,630.0,0,630.0,3099,3099,3099,0.0,600.0,150.0,1,2020-01-12,2020-12-31,A,2020-01-12,Singular Private Pay,Independent Living,Independent,0.0,2800.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
126,IL,2724.0,NaT,True,10362,Heritage Sun City,First,126,One Bedroom,One Bedroom,IL,A,871,2724.0,3130.0,0,3130.0,2724,2724,2724,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,7.0,,,,,,,,
128,IL,3624.0,2017-07-31 00:00:00,True,10362,Heritage Sun City,First,128,Two Bedroom,Two Bedroom,IL,A,1531,3624.0,3531.0,0,3531.0,3624,3624,3624,0.0,600.0,150.0,2,2017-07-31,2020-12-31,A,2017-07-31,Singular Private Pay,Independent Living,Independent,0.0,4127.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
128,IL,600.0,2018-04-26 00:00:00,True,10362,Heritage Sun City,First,128,Two Bedroom,Two Bedroom,IL,A,1531,600.0,3531.0,0,3531.0,3624,3624,3624,0.0,600.0,150.0,2,2017-07-31,2020-12-31,B,2018-04-26,Second Person Fee,Independent Living,Independent,0.0,684.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
13,AL,4180.0,2014-09-30 00:00:00,True,10362,Heritage Sun City,First,13,Studio Deluxe,Studio,AL,A,651,4180.0,3931.0,0,3931.0,4180,4180,4180,0.0,840.0,175.0,1,2014-09-30,2020-12-31,A,2014-09-30,Singular Private Pay,Assisted Living,Level 2,1010.0,4180.0,525.0,0,0,0,0,0,ONLINE,,Med Level 2,,,,,,,
14,AL,4070.0,2013-09-30 00:00:00,True,10362,Heritage Sun City,First,14,Studio Deluxe,Studio,AL,A,532,4070.0,4100.0,0,4100.0,4070,4070,4070,0.0,840.0,175.0,1,2013-09-30,2020-12-31,A,2013-09-30,Singular Private Pay,Assisted Living,Level 5,2525.0,3489.0,425.0,0,0,0,0,0,ONLINE,,Med Level 1,,,,,,,
15,AL,4180.0,2015-10-02 00:00:00,True,10362,Heritage Sun City,First,15,Studio Deluxe,Studio,AL,A,629,4180.0,0.0,0,0.0,4180,4180,4180,0.0,840.0,175.0,1,2015-10-02,2020-12-31,A,2015-10-02,Singular Private Pay,Assisted Living,Level 1,505.0,4918.0,625.0,0,0,0,0,0,ONLINE,,Med Level 3,,,,,,,
153,IL,3099.0,2019-10-12 00:00:00,True,10362,Heritage Sun City,First,153,One Bedroom Deluxe,One Bedroom,IL,B,1135,3099.0,3697.0,0,3697.0,3099,3099,3099,0.0,600.0,150.0,1,2019-10-12,2020-12-31,A,2019-10-12,Singular Private Pay,Independent Living,Independent,0.0,3099.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
154,IL,3799.0,NaT,True,10362,Heritage Sun City,First,154,Two Bedroom Deluxe,Two Bedroom,IL,A,1610,3799.0,630.0,0,630.0,3799,3799,3799,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,26.0,,,,,,,,
155,IL,2850.0,NaT,True,10362,Heritage Sun City,First,155,One Bedroom,One Bedroom,IL,A,1146,2850.0,600.0,0,600.0,2850,2850,2850,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,20.0,,,,,,,,
156,IL,2850.0,2019-12-31 00:00:00,True,10362,Heritage Sun City,First,156,One Bedroom,One Bedroom,IL,A,936,2850.0,5450.0,0,5450.0,2850,2850,2850,0.0,840.0,175.0,1,2019-12-31,2020-12-31,A,2019-12-31,Singular Private Pay,Independent Living,Independent,0.0,2800.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
157,IL,3149.0,NaT,True,10362,Heritage Sun City,First,157,One Bedroom Deluxe,One Bedroom,IL,B,1198,3149.0,4266.0,0,4266.0,3149,3149,3149,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,92.0,,,,,,,,
158,IL,3500.0,2014-10-31 00:00:00,True,10362,Heritage Sun City,First,158,Two Bedroom,Two Bedroom,IL,C,1451,3500.0,0.0,0,0.0,3500,3500,3500,0.0,840.0,175.0,1,2014-10-31,2020-12-31,V,2014-10-31,Singular Private Pay,Assisted Living,Level 4,2020.0,5961.0,425.0,0,0,0,0,0,ONLINE,,Med Level 1,,,,,,,
159,IL,3499.0,NaT,True,10362,Heritage Sun City,First,159,Two Bedroom,Two Bedroom,IL,B,1353,3499.0,4089.0,0,4089.0,3499,3499,3499,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,37.0,,,,,,,,
16,AL,4070.0,2017-07-11 00:00:00,True,10362,Heritage Sun City,First,16,Studio Deluxe,Studio,AL,A,525,4070.0,0.0,0,0.0,4070,4070,4070,0.0,840.0,175.0,1,2017-07-11,2020-12-31,A,2017-07-11,Singular Private Pay,Assisted Living,Care Fees - AL,758.0,4782.0,0.0,0,0,0,0,1,ONLINE,,,,,,,,,
160,IL,3149.0,2017-02-14 00:00:00,True,10362,Heritage Sun City,First,160,One Bedroom Deluxe,One Bedroom,IL,A,1137,3149.0,0.0,0,0.0,3149,3149,3149,0.0,600.0,150.0,1,2017-02-14,2020-12-31,A,2017-02-14,Singular Private Pay,Independent Living,Independent,0.0,4512.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
161,IL,3874.0,2018-08-31 00:00:00,True,10362,Heritage Sun City,First,161,Two Bedroom Deluxe,Two Bedroom,IL,B,1612,3874.0,0.0,0,0.0,3874,3874,3874,0.0,600.0,150.0,1,2018-08-31,2020-12-31,A,2018-08-31,Singular Private Pay,Independent Living,Independent,0.0,4052.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
162,IL,3824.0,2018-09-30 00:00:00,True,10362,Heritage Sun City,First,162,Two Bedroom Deluxe,Two Bedroom,IL,A,1592,3824.0,621.0,0,621.0,3824,3824,3824,0.0,600.0,150.0,1,2018-09-30,2020-12-31,A,2018-09-30,Singular Private Pay,Independent Living,Independent,0.0,4001.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
163,IL,3774.0,2016-10-31 00:00:00,True,10362,Heritage Sun City,First,163,Two Bedroom Deluxe,Two Bedroom,IL,B,1590,3774.0,0.0,0,0.0,3774,3774,3774,0.0,600.0,150.0,1,2016-10-31,2020-12-31,A,2016-10-31,Singular Private Pay,Independent Living,Independent,0.0,4510.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
164,IL,3224.0,2019-05-31 00:00:00,True,10362,Heritage Sun City,First,164,One Bedroom Deluxe,One Bedroom,IL,A,1212,3224.0,3250.0,0,3250.0,3224,3224,3224,0.0,600.0,150.0,1,2019-05-31,2020-12-31,A,2019-05-31,Singular Private Pay,Independent Living,Independent,0.0,3411.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
165,IL,3649.0,2018-06-30 00:00:00,True,10362,Heritage Sun City,First,165,Two Bedroom,Two Bedroom,IL,B,1448,3649.0,3495.0,0,3495.0,3649,3649,3649,0.0,600.0,150.0,1,2018-06-30,2020-12-31,A,2018-06-30,Singular Private Pay,Independent Living,Independent,0.0,3953.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
166,IL,3124.0,2018-01-29 00:00:00,True,10362,Heritage Sun City,First,166,One Bedroom Deluxe,One Bedroom,IL,A,1140,3124.0,3291.0,0,3291.0,3124,3124,3490,0.0,600.0,150.0,1,2018-01-29,2020-12-31,A,2018-01-29,Singular Private Pay,Independent Living,Independent,0.0,3421.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
167,IL,600.0,2017-11-01 00:00:00,True,10362,Heritage Sun City,First,167,One Bedroom,One Bedroom,IL,B,1177,600.0,0.0,0,0.0,3249,3249,3249,0.0,600.0,150.0,2,2017-11-01,2020-12-31,B,2017-11-01,Second Person Fee,Independent Living,Independent,0.0,690.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
167,IL,3249.0,2017-11-01 00:00:00,True,10362,Heritage Sun City,First,167,One Bedroom,One Bedroom,IL,B,1177,3249.0,0.0,0,0.0,3249,3249,3249,0.0,600.0,150.0,2,2017-11-01,2020-12-31,A,2017-11-01,Singular Private Pay,Independent Living,Independent,0.0,3712.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
17,AL,3830.0,2018-07-31 00:00:00,True,10362,Heritage Sun City,First,17,Studio Deluxe,Studio,AL,A,474,3830.0,3830.0,0,3830.0,3830,3830,3830,0.0,840.0,175.0,1,2018-07-31,2020-12-31,A,2018-07-31,Singular Private Pay,Assisted Living,Level 1,505.0,3896.0,425.0,0,0,0,0,0,ONLINE,,Med Level 1,,,,,,,
18,AL,3830.0,NaT,True,10362,Heritage Sun City,First,18,Studio Deluxe,Studio,AL,C,505,3830.0,3580.0,0,3580.0,3830,3830,3830,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,281.0,,,,,,,,
19,AL,3830.0,NaT,True,10362,Heritage Sun City,First,19,Studio Deluxe,Studio,AL,C,452,3830.0,3830.0,0,3830.0,3830,3830,3830,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,230.0,,,,,,,,
2,AL,3830.0,2011-02-18 00:00:00,True,10362,Heritage Sun City,First,2,Studio Deluxe,Studio,AL,B,483,3830.0,0.0,0,0.0,3830,3830,3830,0.0,840.0,175.0,1,2011-02-18,2020-12-31,A,2011-02-18,Singular Private Pay,Assisted Living,Care Fees - AL,2031.0,3899.0,0.0,0,0,0,0,1,ONLINE,,,,,,,,,
20,AL,3830.0,2003-11-07 00:00:00,True,10362,Heritage Sun City,First,20,Studio Deluxe,Studio,AL,B,494,3830.0,0.0,0,0.0,3830,3830,3830,0.0,840.0,175.0,1,2003-11-07,2020-12-31,A,2003-11-07,Singular Private Pay,Assisted Living,Care Fees - AL,733.0,5016.0,0.0,0,0,0,0,1,ONLINE,,,,,,,,,
201,IL,600.0,2019-09-30 00:00:00,True,10362,Heritage Sun City,Second,201,Two Bedroom Deluxe,Two Bedroom,IL,A,1797,600.0,4655.0,0,4655.0,3849,3849,3849,0.0,600.0,150.0,2,2019-09-30,2020-12-31,B,2019-09-30,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
201,IL,3849.0,2019-09-30 00:00:00,True,10362,Heritage Sun City,Second,201,Two Bedroom Deluxe,Two Bedroom,IL,A,1797,3849.0,4655.0,0,4655.0,3849,3849,3849,0.0,600.0,150.0,2,2019-09-30,2020-12-31,A,2019-09-30,Singular Private Pay,Independent Living,Independent,0.0,3849.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
202,IL,3799.0,2016-01-31 00:00:00,True,10362,Heritage Sun City,Second,202,Two Bedroom Deluxe,Two Bedroom,IL,B,1598,3799.0,0.0,0,0.0,3799,3799,3799,0.0,600.0,150.0,1,2016-01-31,2020-12-31,A,2016-01-31,Singular Private Pay,Independent Living,Independent,0.0,4672.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
203,IL,3499.0,2019-12-31 00:00:00,True,10362,Heritage Sun City,Second,203,Two Bedroom,Two Bedroom,IL,B,1450,3499.0,4246.0,0,4246.0,3499,3499,3499,0.0,600.0,150.0,2,2019-12-31,2020-12-31,A,2019-12-31,Singular Private Pay,Independent Living,Independent,0.0,3449.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
203,IL,600.0,2019-12-31 00:00:00,True,10362,Heritage Sun City,Second,203,Two Bedroom,Two Bedroom,IL,B,1450,600.0,4246.0,0,4246.0,3499,3499,3499,0.0,600.0,150.0,2,2019-12-31,2020-12-31,B,2019-12-31,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
204,IL,600.0,2018-05-31 00:00:00,True,10362,Heritage Sun City,Second,204,One Bedroom Deluxe,One Bedroom,IL,A,1144,600.0,0.0,0,0.0,3149,3149,3149,0.0,600.0,150.0,2,2018-05-31,2020-12-31,B,2018-05-31,Second Person Fee,Independent Living,Independent,0.0,677.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
204,IL,3149.0,2018-05-31 00:00:00,True,10362,Heritage Sun City,Second,204,One Bedroom Deluxe,One Bedroom,IL,A,1144,3149.0,0.0,0,0.0,3149,3149,3149,0.0,600.0,150.0,2,2018-05-31,2020-12-31,A,2018-05-31,Singular Private Pay,Independent Living,Independent,0.0,3606.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
205,IL,3099.0,2017-09-30 00:00:00,True,10362,Heritage Sun City,Second,205,One Bedroom Deluxe,One Bedroom,IL,A,1215,3099.0,0.0,0,0.0,3099,3099,3099,0.0,600.0,150.0,1,2017-09-30,2020-12-31,A,2017-09-30,Singular Private Pay,Independent Living,Independent,0.0,3769.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
206,IL,600.0,2017-05-24 00:00:00,True,10362,Heritage Sun City,Second,206,Two Bedroom Deluxe,Two Bedroom,IL,B,1588,600.0,630.0,0,630.0,3524,3524,3524,0.0,600.0,150.0,2,2017-05-24,2020-12-31,B,2017-05-24,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
206,IL,3524.0,2018-04-20 00:00:00,True,10362,Heritage Sun City,Second,206,Two Bedroom Deluxe,Two Bedroom,IL,B,1588,3524.0,630.0,0,630.0,3524,3524,3524,0.0,600.0,150.0,2,2018-04-20,2020-12-31,A,2018-04-20,Singular Private Pay,Independent Living,Independent,0.0,4100.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
207,IL,600.0,2019-12-13 00:00:00,True,10362,Heritage Sun City,Second,207,Two Bedroom Deluxe,Two Bedroom,IL,A,1595,600.0,600.0,0,600.0,3874,3874,3874,0.0,600.0,150.0,2,2019-12-13,2020-12-31,B,2019-12-13,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
207,IL,3874.0,2019-12-13 00:00:00,True,10362,Heritage Sun City,Second,207,Two Bedroom Deluxe,Two Bedroom,IL,A,1595,3874.0,600.0,0,600.0,3874,3874,3874,0.0,600.0,150.0,2,2019-12-13,2020-12-31,A,2019-12-13,Singular Private Pay,Independent Living,Independent,0.0,3849.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
